"date","close","volume","open","high","low"
"2019/01/09","128.3000","1857099.0000","127.1000","128.8990","126.8400"
"2019/01/08","126.1900","1036444.0000","126.0100","126.6700","124.3200"
"2019/01/07","124.4400","2906041.0000","123.6200","125.5200","123.4900"
"2019/01/04","123.3900","1478484.0000","121.1900","123.9800","121.1900"
"2019/01/03","119.4400","1817286.0000","120.8200","122.5650","119.1200"
"2019/01/02","121.7600","1501307.0000","122.9100","123.0600","120.0900"
"2018/12/31","124.4500","1189913.0000","123.4800","124.8600","123.1000"
"2018/12/28","122.5100","1117327.0000","123.0700","124.1000","121.6100"
"2018/12/27","122.3800","1613018.0000","119.5300","122.3800","117.0400"
"2018/12/26","121.2900","1273741.0000","116.7300","121.2900","116.1800"
"2018/12/24","116.1300","971075.0000","119.7100","120.5150","115.7200"
"2018/12/21","120.0800","3162487.0000","119.8500","123.5000","118.9700"
"2018/12/20","119.8500","2185366.0000","121.8500","122.6700","118.7300"
"2018/12/19","122.2500","2103192.0000","125.3900","125.8000","120.5300"
"2018/12/18","125.3100","2390237.0000","124.3600","127.2100","123.3700"
"2018/12/17","123.1200","3497283.0000","120.0000","124.6050","119.3100"
"2018/12/14","126.7300","2450262.0000","134.3700","134.3700","125.5400"
"2018/12/13","136.3200","2333535.0000","135.4800","137.6200","134.4440"
"2018/12/12","134.9600","2356637.0000","135.4400","137.4100","134.7800"
"2018/12/11","133.8900","1161238.0000","135.4200","136.3900","132.9000"
"2018/12/10","134.1200","1987405.0000","135.6100","136.2500","129.9300"
"2018/12/07","135.8600","1801284.0000","140.2900","141.1100","135.5200"
"2018/12/06","140.8500","2121942.0000","140.9100","141.9700","136.4900"
"2018/12/04","142.1300","3064562.0000","146.1000","147.4200","141.5800"
"2018/12/03","146.2900","1385002.0000","145.6900","146.5000","143.7400"
"2018/11/30","143.9900","2214275.0000","144.2300","144.9550","142.8200"
"2018/11/29","144.5000","1819900.0000","143.5200","145.7400","142.8600"
"2018/11/28","144.3800","2458462.0000","139.0200","144.4200","138.9900"
"2018/11/27","138.0700","1961995.0000","134.9900","138.4700","134.7300"
"2018/11/26","135.5100","1868396.0000","135.7400","137.3200","134.9900"
"2018/11/23","134.9300","570004.0000","133.8100","136.4700","133.8100"
"2018/11/21","134.8100","1906079.0000","136.1100","136.4604","134.5500"
"2018/11/20","135.0900","1652999.0000","134.2500","136.2000","133.4800"
"2018/11/19","135.1600","2693549.0000","140.2200","141.4700","134.5700"
"2018/11/16","140.2900","2388786.0000","138.1600","140.3400","137.8200"
"2018/11/15","137.7400","2628210.0000","139.1100","139.6050","135.9700"
"2018/11/14","139.8500","1983758.0000","142.7300","143.0600","138.6500"
"2018/11/13","141.5400","1536592.0000","142.1200","143.3843","140.5400"
"2018/11/12","141.9100","1426802.0000","144.0000","144.9600","141.6600"
"2018/11/09","143.9500","1903245.0000","141.9000","144.1800","141.6400"
"2018/11/08","141.6300","2215971.0000","141.5000","143.0250","140.0400"
"2018/11/07","141.6500","2342551.0000","136.6000","141.8900","136.0800"
"2018/11/06","135.2400","1534251.0000","135.0200","136.3000","134.2700"
"2018/11/05","135.3600","2043596.0000","135.0500","136.9400","134.5500"
"2018/11/02","134.4400","2084014.0000","136.5200","138.3099","133.8000"
"2018/11/01","135.6900","1965177.0000","135.1300","136.7000","133.6500"
"2018/10/31","133.5300","2536248.0000","134.8700","137.1600","133.0300"
"2018/10/30","135.2100","4686166.0000","128.0000","136.0700","121.1700"
"2018/10/29","129.0000","4070430.0000","129.2300","132.0800","128.7900"
"2018/10/26","127.8600","2469577.0000","125.1300","128.6600","124.3200"
"2018/10/25","127.0600","1595397.0000","127.0000","128.7400","126.5100"
"2018/10/24","126.5000","2082609.0000","130.2800","131.7600","126.2201"
"2018/10/23","130.6300","2259964.0000","130.2800","130.8700","127.5000"
"2018/10/22","132.3600","2321324.0000","134.0300","134.9800","131.5700"
"2018/10/19","133.7100","2228842.0000","136.3500","136.9400","133.3700"
"2018/10/18","136.3700","2227129.0000","137.1800","137.8800","135.3400"
"2018/10/17","136.4700","1442317.0000","136.3500","137.0000","134.1800"
"2018/10/16","135.5000","1709146.0000","133.9500","135.7400","132.3400"
"2018/10/15","132.7600","1281501.0000","133.9600","134.2200","132.6800"
"2018/10/12","133.8600","1454880.0000","133.9900","135.7050","132.7300"
